user_id,Product_Name,Review,Rating
U189,Bananas,Acceptable for the price.,3
U410,Dish Soap,Quality was inconsistent.,2
U253,Laundry Detergent,Best value for money.,5
U320,Turkey Bacon,Will definitely buy again.,5
U500,Bagels,Satisfied with this product.,4
U320,Potatoes,The taste was just okay.,3
U33,Chicken Thighs,Tastes amazing and very fresh.,5
U39,Yogurt,Worth every penny.,5
U6,Deli Meat,Quality was inconsistent.,2
U423,Cheese,Mediocre quality.,3
U193,Orange Juice,Decent quality and freshness.,4
U33,Bananas,Absolutely fresh and high quality!,5
U39,Soy Milk,Exceeded my expectations.,5
U61,Peanut Butter,Does the job but nothing more.,3
U229,Bread,Perfect condition upon delivery.,5
U12,Frozen Berries,"Very good product, would recommend.",4
U387,Frozen Burritos,Better than expected.,4
U296,Avocado,Fairly average experience.,3
U206,Beans,The taste was just okay.,3
U91,Potatoes,"Top-notch quality, highly recommended.",5
U327,Club Soda,Item was expired or near expiration.,1
U362,Protein Bars,Consistently great product.,5
U71,Limes,My family loved this product.,5
U361,English Muffins,"Not bad, not great either.",3
U124,Sweet Potatoes,Best value for money.,5
U60,Tea,Fresh and tasty overall.,4
U464,Energy Drink,Absolutely fresh and high quality!,5
U335,Milk,"Not bad, not great either.",3
U186,Lemons,Better than expected.,4
U472,Fruit Snacks,Satisfied with this product.,4
U421,Chocolate,Exceeded my expectations.,5
U437,Shrimp,Worth every penny.,5
U393,Maple Syrup,My family loved this product.,5
U286,Cottage Cheese,Probably won't buy again.,2
U454,Pretzels,Perfect condition upon delivery.,5
U87,Paper Towels,Best value for money.,5
U43,Peppers,Consistently great product.,5
U347,Shrimp,Satisfied with this product.,4
U302,Bread,Quality was inconsistent.,2
U362,Sweet Potatoes,"Very good product, would recommend.",4
U282,Buns,"Top-notch quality, highly recommended.",5
U122,Dish Soap,Will definitely buy again.,5
U461,Dish Soap,Somewhat disappointed.,2
U134,Bacon,Absolutely fresh and high quality!,5
U144,Jam,Fairly average experience.,3
U352,Sweet Potatoes,My family loved this product.,5
U277,Rice,Could be better.,3
U183,Soda,Will definitely buy again.,5
U230,Chips,Somewhat disappointed.,2
U361,Fruit Snacks,A reliable grocery item.,4
U301,Olive Oil,Absolutely fresh and high quality!,5
U405,Soda,Absolutely fresh and high quality!,5
U359,Deli Meat,Will definitely buy again.,5
U218,Almond Milk,Arrived on time and well packed.,4
U133,Sourdough,Would buy again occasionally.,4
U211,Frozen Vegetables,Would buy again occasionally.,4
U313,Tortillas,Tastes amazing and very fresh.,5
U449,Flour,Perfect condition upon delivery.,5
U260,Peppers,"No complaints, good purchase.",4
U317,Cheese,"It was okay, nothing special.",3
U311,Salmon,"Not bad, not great either.",3
U262,Oat Milk,"Not bad, not great either.",3
U286,Chickpeas,Decent but not outstanding.,3
U83,Sugar,Perfect condition upon delivery.,5
U367,Peanut Butter,Will definitely buy again.,5
U32,Frozen Vegetables,Perfect condition upon delivery.,5
U232,Laundry Detergent,Not very impressed with the quality.,2
U76,Yogurt,A reliable grocery item.,4
U245,Almonds,Absolutely fresh and high quality!,5
U147,Fruit Snacks,"Top-notch quality, highly recommended.",5
U88,Deli Meat,Absolutely fresh and high quality!,5
U306,Maple Syrup,Could be better.,3
U309,Bread,"Not bad, not great either.",3
U102,Olive Oil,The taste was just okay.,3
U388,English Muffins,Arrived on time and well packed.,4
U89,Beans,Average quality overall.,3
U52,Raspberries,Received damaged product.,1
U150,Sparkling Water,Tastes amazing and very fresh.,5
U199,Tomatoes,"No complaints, good purchase.",4
U109,Strawberries,Satisfied with this product.,4
U293,Apples,Satisfied with this product.,4
U407,Protein Bars,Absolutely fresh and high quality!,5
U385,Bagels,Worth every penny.,5
U102,Frozen Vegetables,"Very good product, would recommend.",4
U136,Beans,Absolutely fresh and high quality!,5
U170,Chicken Thighs,Best value for money.,5
U194,Fabric Softener,Exceeded my expectations.,5
U238,Pretzels,A reliable grocery item.,4
U193,Frozen Berries,Fresh and tasty overall.,4
U120,Shrimp,Arrived on time and well packed.,4
U276,Chocolate,Expected better freshness.,2
U122,English Muffins,Arrived on time and well packed.,4
U434,Honey,"No complaints, good purchase.",4
U195,Tortillas,Exceeded my expectations.,5
U182,Ground Beef,Acceptable for the price.,3
U99,Butter,Not worth the price.,2
U338,Honey,"It was okay, nothing special.",3
U2,Trash Bags,My family loved this product.,5
U418,Salmon,Would buy again occasionally.,4
U361,Almonds,Very poor quality.,1
U100,Peppers,Decent quality and freshness.,4
U80,Energy Drink,Tastes amazing and very fresh.,5
U117,Soda,Fresh and tasty overall.,4
U370,Butter,Would buy again occasionally.,4
U277,Whole Chicken,Would buy again occasionally.,4
U192,Chicken Thighs,Could be better.,3
U453,Shrimp,Perfect condition upon delivery.,5
U458,Sweet Potatoes,Wasn't as fresh as expected.,2
U256,Onions,Will definitely buy again.,5
U462,Zucchini,"It was okay, nothing special.",3
U44,Frozen Burritos,Will definitely buy again.,5
U280,Coffee,Consistently great product.,5
U176,Broccoli,"Not bad, not great either.",3
U230,Peppers,Best value for money.,5
U423,Frozen Waffles,Absolutely fresh and high quality!,5
U24,Jam,"Not bad, not great either.",3
U315,English Muffins,Exceeded my expectations.,5
U23,Yogurt,Tastes amazing and very fresh.,5
U295,Toilet Paper,Average quality overall.,3
U66,Maple Syrup,Perfect condition upon delivery.,5
U395,Sparkling Water,Fairly average experience.,3
U307,Espresso,Good quality for the price.,4
U385,Lettuce,Consistently great product.,5
U361,Chickpeas,Could be better.,3
U286,Apples,Worth every penny.,5
U392,Shrimp,Packaging could be improved.,2
U311,Jam,Satisfied with this product.,4
U431,Almond Milk,A reliable grocery item.,4
U273,Chicken Nuggets,Not very impressed with the quality.,2
U290,Cucumber,A reliable grocery item.,4
U83,Ice Cream,Would buy again occasionally.,4
U116,Avocado,"Very good product, would recommend.",4
U83,Croissants,"Not bad, not great either.",3
U109,Jam,"Top-notch quality, highly recommended.",5
U62,Frozen Berries,"No complaints, good purchase.",4
U40,Maple Syrup,Fairly average experience.,3
U85,Broccoli,Quality was inconsistent.,2
U479,Toilet Paper,"Top-notch quality, highly recommended.",5
U96,Almond Butter,My family loved this product.,5
U150,Bananas,Packaging could be improved.,2
U334,Lemons,Absolutely fresh and high quality!,5
U237,Cashews,My family loved this product.,5
U26,Chicken Thighs,"Very good product, would recommend.",4
U375,Milk,Good quality for the price.,4
U439,Club Soda,Absolutely fresh and high quality!,5
U184,Orange Juice,Best value for money.,5
U460,Cucumber,Perfect condition upon delivery.,5
U9,Cream Cheese,Acceptable for the price.,3
U376,Limes,Best value for money.,5
U285,Ice Cream,Perfect condition upon delivery.,5
U493,Shrimp,Consistently great product.,5
U163,Frozen Pizza,Average quality overall.,3
U457,Sour Cream,Will definitely buy again.,5
U50,Deli Meat,Could be better.,3
U452,Apples,Consistently great product.,5
U62,Bananas,Fairly average experience.,3
U367,Espresso,Received damaged product.,1
U342,Whole Chicken,Tastes amazing and very fresh.,5
U453,Whole Chicken,Perfect condition upon delivery.,5
U311,Peppers,Worth every penny.,5
U141,Deli Meat,Consistently great product.,5
U197,Fabric Softener,Good quality for the price.,4
U352,Sugar,Perfect condition upon delivery.,5
U352,Vegetable Oil,"Very good product, would recommend.",4
U154,Cheese,Does the job but nothing more.,3
U204,Trash Bags,Does the job but nothing more.,3
U339,Fabric Softener,Does the job but nothing more.,3
U216,Almond Butter,Will definitely buy again.,5
U428,Chicken Thighs,Could be better.,3
U229,Broccoli,Tastes amazing and very fresh.,5
U96,Lemons,Could be better.,3
U163,Frozen Berries,Better than expected.,4
U278,Laundry Detergent,Would buy again occasionally.,4
U115,Club Soda,Consistently great product.,5
U241,Chicken Thighs,Decent quality and freshness.,4
U217,Pasta,Never buying this again.,1
U255,Blueberries,Quality was inconsistent.,2
U76,Almond Butter,Arrived on time and well packed.,4
U217,Fabric Softener,Better than expected.,4
U268,Almonds,"Very good product, would recommend.",4
U142,Chicken Breast,Does the job but nothing more.,3
U293,Olive Oil,Not very impressed with the quality.,2
U146,Laundry Detergent,My family loved this product.,5
U202,Tomato Sauce,Exceeded my expectations.,5
U295,Chickpeas,Extremely disappointed.,1
U448,Frozen Pizza,Fresh and tasty overall.,4
U315,Peanut Butter,Better than expected.,4
U111,Protein Bars,Exceeded my expectations.,5
U432,Jam,Fresh and tasty overall.,4
U141,Tea,Received damaged product.,1
U387,Lettuce,Best value for money.,5
U496,Cauliflower,Item was expired or near expiration.,1
U380,Popcorn,Will definitely buy again.,5
U493,Cottage Cheese,Satisfied with this product.,4
U327,Chicken Nuggets,Would buy again occasionally.,4
U494,Turkey Bacon,"Not bad, not great either.",3
U404,Vegetable Oil,Satisfied with this product.,4
U120,Raspberries,Average quality overall.,3
U325,Chickpeas,The taste was just okay.,3
U248,Toilet Paper,Expected better freshness.,2
U229,Protein Bars,Satisfied with this product.,4
U259,Oat Milk,Packaging could be improved.,2
U73,Limes,Decent quality and freshness.,4
U325,Soy Milk,Better than expected.,4
U136,Bagels,My family loved this product.,5
U495,Lemons,Arrived on time and well packed.,4
U315,Pork Chops,Average quality overall.,3
U453,Tomato Sauce,Consistently great product.,5
U108,Strawberries,My family loved this product.,5
U283,Salmon,Would buy again occasionally.,4
U464,Paper Towels,Item was expired or near expiration.,1
U360,Dish Soap,Satisfied with this product.,4
U103,Onions,"It was okay, nothing special.",3
U66,Paper Towels,Better than expected.,4
U264,Sourdough,Exceeded my expectations.,5
U439,Aluminum Foil,"It was okay, nothing special.",3
U484,Beans,Acceptable for the price.,3
U328,Blueberries,Fresh and tasty overall.,4
U192,Whole Chicken,Worth every penny.,5
U27,Chocolate,Could be better.,3
U121,Ground Beef,The taste was just okay.,3
U409,Tea,Tastes amazing and very fresh.,5
U477,Frozen Vegetables,Satisfied with this product.,4
U179,Bagels,Completely unusable.,1
U175,Pork Chops,Decent quality and freshness.,4
U328,Carrots,My family loved this product.,5
U388,Raspberries,Mediocre quality.,3
U91,Sourdough,Fresh and tasty overall.,4
U496,Sparkling Water,Absolutely fresh and high quality!,5
U183,Popcorn,Would buy again occasionally.,4
U221,Strawberries,Acceptable for the price.,3
U469,Fabric Softener,"It was okay, nothing special.",3
U172,Ice Cream,Expected better freshness.,2
U397,Jerky,Worth every penny.,5
U337,Vegetable Oil,Probably won't buy again.,2
U456,Granola Bars,Mediocre quality.,3
U196,Yogurt,Best value for money.,5
U318,Frozen Berries,Exceeded my expectations.,5
U103,Cashews,Never buying this again.,1
U461,Pretzels,The taste was just okay.,3
U338,Apples,Worst grocery purchase.,1
U33,Eggs,Decent but not outstanding.,3
U49,Limes,Would buy again occasionally.,4
U94,Frozen Pizza,Fairly average experience.,3
U100,Granola Bars,Fresh and tasty overall.,4
U353,Granola Bars,Consistently great product.,5
U200,Club Soda,"Not bad, not great either.",3
U204,Sugar,"Top-notch quality, highly recommended.",5
U5,Tilapia,The taste was just okay.,3
U401,Canola Oil,Consistently great product.,5
U499,Garlic,Decent quality and freshness.,4
U252,Fabric Softener,Would buy again occasionally.,4
U48,Cucumber,Not very impressed with the quality.,2
U421,Spinach,Best value for money.,5
U152,Yogurt,Would buy again occasionally.,4
U429,Fabric Softener,"Not bad, not great either.",3
U127,Frozen Waffles,Exceeded my expectations.,5
U436,Oat Milk,Decent quality and freshness.,4
U337,Frozen Waffles,Acceptable for the price.,3
U266,Shrimp,Would buy again occasionally.,4
U31,Frozen Burritos,My family loved this product.,5
U135,Olive Oil,Worth every penny.,5
U183,Canola Oil,Decent but not outstanding.,3
U431,Lettuce,Exceeded my expectations.,5
U200,Apples,Arrived on time and well packed.,4
U51,Protein Bars,"Not bad, not great either.",3
U30,Blueberries,Fresh and tasty overall.,4
U236,Tilapia,Does the job but nothing more.,3
U32,Cream Cheese,Perfect condition upon delivery.,5
U425,Chocolate,Packaging could be improved.,2
U261,Frozen Berries,Best value for money.,5
U472,Zucchini,Perfect condition upon delivery.,5
U179,Butter,Quality was inconsistent.,2
U231,Shrimp,Arrived on time and well packed.,4
U437,Tomatoes,Tastes amazing and very fresh.,5
U159,Sparkling Water,A reliable grocery item.,4
U64,Chickpeas,Arrived on time and well packed.,4
U182,English Muffins,"Horrible quality, do not buy.",1
U126,Blueberries,Absolutely fresh and high quality!,5
U497,Shrimp,Decent quality and freshness.,4
U410,Almond Milk,Never buying this again.,1
U335,Ground Beef,Decent quality and freshness.,4
U228,Sparkling Water,Tastes amazing and very fresh.,5
U75,Apple Juice,Below average quality.,2
U426,Jam,Could be better.,3
U318,Granola Bars,Absolutely fresh and high quality!,5
U292,Beans,Exceeded my expectations.,5
U367,Tomatoes,Mediocre quality.,3
U451,Paper Towels,Mediocre quality.,3
U46,Deli Meat,Would buy again occasionally.,4
U454,Milk,Best value for money.,5
U459,Deli Meat,A reliable grocery item.,4
U432,Carrots,Average quality overall.,3
U356,Sugar,Never buying this again.,1
U276,Olive Oil,"Not bad, not great either.",3
U466,Dish Soap,Exceeded my expectations.,5
U383,Potatoes,Somewhat disappointed.,2
U21,Chicken Thighs,Consistently great product.,5
U276,Frozen Waffles,Better than expected.,4
U407,Frozen Waffles,Fresh and tasty overall.,4
U375,Yogurt,Will definitely buy again.,5
U185,Chicken Thighs,Perfect condition upon delivery.,5
U9,Broccoli,Not very impressed with the quality.,2
U70,Cottage Cheese,Expected better freshness.,2
U366,Avocado,"Not bad, not great either.",3
U399,Fruit Snacks,Decent quality and freshness.,4
U208,Almond Butter,"No complaints, good purchase.",4
U327,Lettuce,Exceeded my expectations.,5
U111,Fruit Snacks,"Top-notch quality, highly recommended.",5
U403,Cashews,Taste was slightly disappointing.,2
U194,Granola Bars,"Top-notch quality, highly recommended.",5
U129,Salmon,Could be better.,3
U81,Yogurt,"Not bad, not great either.",3
U57,Maple Syrup,Not very impressed with the quality.,2
U399,Orange Juice,My family loved this product.,5
U283,Tomato Sauce,Fairly average experience.,3
U284,Maple Syrup,A reliable grocery item.,4
U124,Cucumber,Tastes amazing and very fresh.,5
U205,Sparkling Water,"Top-notch quality, highly recommended.",5
U459,Lemons,Average quality overall.,3
U363,Olive Oil,Item was expired or near expiration.,1
U441,Sour Cream,Absolutely fresh and high quality!,5
U381,Flour,Best value for money.,5
U175,Spinach,Will definitely buy again.,5
U43,Soy Milk,Consistently great product.,5
U349,Energy Drink,Very poor quality.,1
U463,Sparkling Water,Tastes amazing and very fresh.,5
U278,Vegetable Oil,"No complaints, good purchase.",4
U222,Tomato Sauce,Mediocre quality.,3
U456,Raspberries,"No complaints, good purchase.",4
U500,Tortillas,Absolutely fresh and high quality!,5
U255,Cheese,Mediocre quality.,3
U236,Sourdough,Tastes amazing and very fresh.,5
U275,Peanut Butter,Best value for money.,5
U325,Butter,Best value for money.,5
U464,Ground Beef,"It was okay, nothing special.",3
U266,Shrimp,Never buying this again.,1
U345,Orange Juice,Average quality overall.,3
U152,Sour Cream,Perfect condition upon delivery.,5
U289,Butter,Fairly average experience.,3
U406,Chicken Thighs,Fresh and tasty overall.,4
U12,Oat Milk,Good quality for the price.,4
U22,Pork Chops,"Horrible quality, do not buy.",1
U461,Deli Meat,"Top-notch quality, highly recommended.",5
U119,Jerky,Exceeded my expectations.,5
U310,Whole Chicken,A reliable grocery item.,4
U383,Rice,Does the job but nothing more.,3
U187,Chicken Thighs,Perfect condition upon delivery.,5
U483,Jam,Absolutely fresh and high quality!,5
U482,Trash Bags,Tastes amazing and very fresh.,5
U500,Granola Bars,Decent quality and freshness.,4
U153,Shrimp,My family loved this product.,5
U405,Aluminum Foil,Better than expected.,4
U451,Deli Meat,"Top-notch quality, highly recommended.",5
U415,Lettuce,Could be better.,3
U402,Bacon,Somewhat disappointed.,2
U292,Toilet Paper,Probably won't buy again.,2
U316,Salmon,Exceeded my expectations.,5
U69,Salmon,Very poor quality.,1
U479,Laundry Detergent,Would buy again occasionally.,4
U37,Canola Oil,Acceptable for the price.,3
U20,Frozen Pizza,Arrived on time and well packed.,4
U293,Pasta,Fairly average experience.,3
U155,Cottage Cheese,Arrived on time and well packed.,4
U265,Flour,Probably won't buy again.,2
U93,Deli Meat,Perfect condition upon delivery.,5
U154,Blueberries,The taste was just okay.,3
U259,Peanut Butter,"Very good product, would recommend.",4
U492,Fruit Snacks,"Very good product, would recommend.",4
U322,Canola Oil,Absolutely fresh and high quality!,5
U347,Peanut Butter,Tastes amazing and very fresh.,5
U227,Rice,Tastes amazing and very fresh.,5
U410,Salmon,Arrived on time and well packed.,4
U147,Coffee,"Top-notch quality, highly recommended.",5
U359,Ice Cream,Never buying this again.,1
U41,Cheese,Tasted really bad.,1
U261,Frozen Waffles,"Top-notch quality, highly recommended.",5
U270,Fabric Softener,Absolutely fresh and high quality!,5
U16,Eggs,Somewhat disappointed.,2
U381,Raspberries,Good quality for the price.,4
U135,Paper Towels,Best value for money.,5
U133,Cauliflower,Received damaged product.,1
U384,Turkey Bacon,Better than expected.,4
U164,Tea,"Very good product, would recommend.",4
U237,Espresso,Worth every penny.,5
U144,Tea,Decent but not outstanding.,3
U53,Milk,Consistently great product.,5
U84,Croissants,Acceptable for the price.,3
U95,Deli Meat,"Not bad, not great either.",3
U469,Laundry Detergent,Absolutely fresh and high quality!,5
U142,Frozen Pizza,Good quality for the price.,4
U25,Apple Juice,My family loved this product.,5
U289,Bacon,Tasted really bad.,1
U250,Soda,"No complaints, good purchase.",4
U139,Flour,Consistently great product.,5
U346,Limes,Fairly average experience.,3
U312,Cucumber,Exceeded my expectations.,5
U471,Sourdough,Worth every penny.,5
U84,Jam,Expected better freshness.,2
U291,Protein Bars,"Top-notch quality, highly recommended.",5
U481,Rice,My family loved this product.,5
U114,Avocado,Would buy again occasionally.,4
U409,Broccoli,Quality was inconsistent.,2
U163,Tilapia,Fresh and tasty overall.,4
U61,Avocado,Worth every penny.,5
U133,Cashews,Decent but not outstanding.,3
U85,Raspberries,A reliable grocery item.,4
U187,Protein Bars,Somewhat disappointed.,2
U345,Energy Drink,A reliable grocery item.,4
U212,Sugar,Exceeded my expectations.,5
U298,Apples,"It was okay, nothing special.",3
U384,Laundry Detergent,Best value for money.,5
U485,Soy Milk,Perfect condition upon delivery.,5
U187,Sourdough,Exceeded my expectations.,5
U106,Club Soda,Quality was inconsistent.,2
U393,Chocolate,Tastes amazing and very fresh.,5
U477,Pork Chops,Better than expected.,4
U26,Tomatoes,Better than expected.,4
U469,Jam,My family loved this product.,5
U34,Limes,Best value for money.,5
U247,Sweet Potatoes,Not very impressed with the quality.,2
U38,Broccoli,Quality was inconsistent.,2
U423,Oat Milk,Absolutely fresh and high quality!,5
U233,Lemons,Worth every penny.,5
U164,Apple Juice,"No complaints, good purchase.",4
U437,Tomatoes,Consistently great product.,5
U467,Tea,Could be better.,3
U175,Oat Milk,Perfect condition upon delivery.,5
U212,Sourdough,Never buying this again.,1
U295,Beans,Average quality overall.,3
U413,Cottage Cheese,Better than expected.,4
U481,Salmon,Best value for money.,5
U220,Lettuce,Satisfied with this product.,4
U448,Sourdough,My family loved this product.,5
U225,Club Soda,Mediocre quality.,3
U476,Chicken Breast,Satisfied with this product.,4
U196,Carrots,Would buy again occasionally.,4
U349,Sugar,Extremely disappointed.,1
U231,Almonds,Worth every penny.,5
U131,Espresso,Decent quality and freshness.,4
U82,Deli Meat,Could be better.,3
U226,Sour Cream,Not very impressed with the quality.,2
U12,Frozen Burritos,Better than expected.,4
U434,Avocado,Absolutely fresh and high quality!,5
U310,Turkey Bacon,Tastes amazing and very fresh.,5
U168,Tortillas,Decent quality and freshness.,4
U347,Paper Towels,"Top-notch quality, highly recommended.",5
U450,Sourdough,Expected better freshness.,2
U307,Strawberries,"It was okay, nothing special.",3
U412,Almonds,"No complaints, good purchase.",4
U242,Bacon,Never buying this again.,1
U490,Sourdough,Perfect condition upon delivery.,5
U54,Tomatoes,Tastes amazing and very fresh.,5
U223,Apples,Fresh and tasty overall.,4
U296,Frozen Burritos,Good quality for the price.,4
U378,Canola Oil,Would buy again occasionally.,4
U359,Bagels,Tastes amazing and very fresh.,5
U278,Bacon,Wasn't as fresh as expected.,2
U64,Bananas,Average quality overall.,3
U245,Tilapia,Worth every penny.,5
U303,Toilet Paper,Satisfied with this product.,4
U494,Ground Beef,Better than expected.,4
U32,Blueberries,My family loved this product.,5
U78,Raspberries,Satisfied with this product.,4
U52,Aluminum Foil,The taste was just okay.,3
U357,Bacon,Will definitely buy again.,5
U282,Ice Cream,Decent but not outstanding.,3
U89,Protein Bars,Exceeded my expectations.,5
U124,Oat Milk,Good quality for the price.,4
U337,Frozen Burritos,Satisfied with this product.,4
U481,Energy Drink,My family loved this product.,5
U210,Garlic,Somewhat disappointed.,2
U140,Jerky,"Not bad, not great either.",3
U482,Cream Cheese,Good quality for the price.,4
U235,Tomato Sauce,Better than expected.,4
U147,Chicken Breast,Quality was inconsistent.,2
U468,English Muffins,The taste was just okay.,3
U442,English Muffins,Good quality for the price.,4
U129,Salmon,"Not bad, not great either.",3
U455,Bacon,Not very impressed with the quality.,2
U499,Jam,Will definitely buy again.,5
U314,Oat Milk,Worth every penny.,5
U200,Protein Bars,Not worth the price.,2
U293,Frozen Waffles,Arrived on time and well packed.,4
U386,Chicken Thighs,Item was expired or near expiration.,1
U316,Club Soda,Would buy again occasionally.,4
U324,Popcorn,"Not bad, not great either.",3
U289,Lemons,Tastes amazing and very fresh.,5
U26,Popcorn,Worth every penny.,5
U364,Ground Beef,A reliable grocery item.,4
U185,Whole Chicken,Consistently great product.,5
U241,Jerky,Perfect condition upon delivery.,5
U483,Blueberries,Mediocre quality.,3
U124,Tomatoes,Consistently great product.,5
U174,Almond Butter,Not worth the price.,2
U458,Salmon,Perfect condition upon delivery.,5
U397,Almonds,"Very good product, would recommend.",4
U1,Sparkling Water,Consistently great product.,5
U244,Deli Meat,Good quality for the price.,4
U286,Protein Bars,Average quality overall.,3
U209,Peppers,Worth every penny.,5
U41,Apples,Decent but not outstanding.,3
U283,Butter,A reliable grocery item.,4
U78,Cauliflower,Fairly average experience.,3
U422,Soda,Somewhat disappointed.,2
U491,Apple Juice,Tastes amazing and very fresh.,5
U271,Dish Soap,Satisfied with this product.,4
U357,Lemons,Good quality for the price.,4
U202,Apples,My family loved this product.,5
U347,Lettuce,Exceeded my expectations.,5
U183,Soda,Extremely disappointed.,1
U338,Ground Beef,Best value for money.,5
U327,Cashews,Taste was slightly disappointing.,2
U450,Salmon,A reliable grocery item.,4
U136,Onions,"No complaints, good purchase.",4
U436,Orange Juice,"Very good product, would recommend.",4
U155,Pasta,Absolutely fresh and high quality!,5
U62,Onions,"Very good product, would recommend.",4
U115,Toilet Paper,Exceeded my expectations.,5
U302,Chocolate,Very poor quality.,1
U19,Cucumber,Best value for money.,5
U327,Chickpeas,Tasted really bad.,1
U375,Tomatoes,Decent but not outstanding.,3
U411,Frozen Pizza,Does the job but nothing more.,3
U409,Bagels,Exceeded my expectations.,5
U326,Pork Chops,"Top-notch quality, highly recommended.",5
U302,Canola Oil,Absolutely fresh and high quality!,5
U171,Peppers,Consistently great product.,5
U382,Bagels,Fresh and tasty overall.,4
U427,Ice Cream,Better than expected.,4
U93,Limes,Fairly average experience.,3
U64,Buns,Tastes amazing and very fresh.,5
U69,Turkey Bacon,Good quality for the price.,4
U195,Vegetable Oil,"Very good product, would recommend.",4
U267,Salmon,Satisfied with this product.,4
U280,Spinach,Quality was inconsistent.,2
U100,Chicken Nuggets,Could be better.,3
U93,Vegetable Oil,Not very impressed with the quality.,2
U147,Pork Chops,Exceeded my expectations.,5
U453,Limes,"Not bad, not great either.",3
U125,Coffee,Extremely disappointed.,1
U90,Pasta,Does the job but nothing more.,3
U85,Tomato Sauce,"Very good product, would recommend.",4
U432,Rice,Would buy again occasionally.,4
U268,Tomato Sauce,Satisfied with this product.,4
U409,Tea,Good quality for the price.,4
U288,Yogurt,Never buying this again.,1
U6,Honey,Quality was inconsistent.,2
U261,Yogurt,Better than expected.,4
U331,Frozen Waffles,Perfect condition upon delivery.,5
U258,Whole Chicken,Mediocre quality.,3
U274,Sourdough,Wasn't as fresh as expected.,2
U452,Tea,Perfect condition upon delivery.,5
U85,Bananas,Best value for money.,5
U72,Pork Chops,Better than expected.,4
U164,Frozen Vegetables,Worth every penny.,5
U171,Rice,"No complaints, good purchase.",4
U170,Oat Milk,Mediocre quality.,3
U330,Jam,Tastes amazing and very fresh.,5
U402,Tomatoes,"Very good product, would recommend.",4
U153,Chicken Breast,A reliable grocery item.,4
U475,Spinach,Consistently great product.,5
U215,Sweet Potatoes,Not worth the price.,2
U18,English Muffins,Absolutely fresh and high quality!,5
U452,Toilet Paper,"Very good product, would recommend.",4
U39,Chicken Thighs,Will definitely buy again.,5
U360,Pork Chops,Wasn't as fresh as expected.,2
U342,Pretzels,Consistently great product.,5
U286,Carrots,Good quality for the price.,4
U289,Sugar,Satisfied with this product.,4
U30,Frozen Berries,Acceptable for the price.,3
U319,Whole Chicken,Average quality overall.,3
U82,Soda,Worst grocery purchase.,1
U155,Aluminum Foil,Satisfied with this product.,4
U255,Orange Juice,Decent quality and freshness.,4
U391,Chips,Could be better.,3
U15,Paper Towels,Better than expected.,4
U156,Chips,Worth every penny.,5
U268,English Muffins,Perfect condition upon delivery.,5
U401,Chicken Thighs,Worth every penny.,5
U290,Maple Syrup,Exceeded my expectations.,5
U234,Sour Cream,Consistently great product.,5
U153,Pasta,Tastes amazing and very fresh.,5
U192,Soda,Fairly average experience.,3
U172,Almond Milk,Never buying this again.,1
U266,English Muffins,The taste was just okay.,3
U191,Strawberries,Decent quality and freshness.,4
U123,Almond Milk,Good quality for the price.,4
U329,Whole Chicken,Consistently great product.,5
U150,Cottage Cheese,My family loved this product.,5
U223,Olive Oil,Tastes amazing and very fresh.,5
U95,Coffee,Exceeded my expectations.,5
U209,Protein Bars,Good quality for the price.,4
U130,Tilapia,Expected better freshness.,2
U139,Bananas,Consistently great product.,5
U28,Jerky,Could be better.,3
U356,Jam,Tastes amazing and very fresh.,5
U179,Onions,Average quality overall.,3
U253,Sugar,Exceeded my expectations.,5
U228,Yogurt,Does the job but nothing more.,3
U232,Deli Meat,"Very good product, would recommend.",4
U74,Raspberries,Better than expected.,4
U388,Chocolate,Better than expected.,4
U153,Lemons,Does the job but nothing more.,3
U114,Ice Cream,Good quality for the price.,4
U484,Limes,Fresh and tasty overall.,4
U487,Potatoes,Exceeded my expectations.,5
U489,Trash Bags,My family loved this product.,5
U32,Coffee,Consistently great product.,5
U420,Paper Towels,"Very good product, would recommend.",4
U210,Cream Cheese,Not worth the price.,2
U401,Milk,Below average quality.,2
U418,Sparkling Water,Better than expected.,4
U85,Soy Milk,Exceeded my expectations.,5
U137,Lemons,Best value for money.,5
U79,Olive Oil,The taste was just okay.,3
U295,Jerky,Decent quality and freshness.,4
U296,Ground Beef,A reliable grocery item.,4
U89,Bacon,Waste of money.,1
U360,Energy Drink,Arrived on time and well packed.,4
U184,Peanut Butter,Received damaged product.,1
U488,Cream Cheese,Would buy again occasionally.,4
U263,Almond Butter,Acceptable for the price.,3
U217,Almonds,Not worth the price.,2
U193,Granola Bars,Fresh and tasty overall.,4
U78,Cucumber,Worth every penny.,5
U31,Avocado,Tastes amazing and very fresh.,5
U262,Jam,Will definitely buy again.,5
U246,Shrimp,Does the job but nothing more.,3
U238,Espresso,Very poor quality.,1
U172,Vegetable Oil,Fresh and tasty overall.,4
U1,Chicken Breast,Absolutely fresh and high quality!,5
U17,Soy Milk,Could be better.,3
U22,Ice Cream,Average quality overall.,3
U380,Strawberries,Probably won't buy again.,2
U174,Shrimp,Not worth the price.,2
U322,Pretzels,Worth every penny.,5
U364,Frozen Berries,Good quality for the price.,4
U200,Flour,Tastes amazing and very fresh.,5
U374,Almond Butter,Absolutely fresh and high quality!,5
U377,Chips,Received damaged product.,1
U148,Blueberries,"No complaints, good purchase.",4
